jobtitle,jobfield,scale_e,scale_i,scale_s,scale_n,scale_t,scale_f,scale_j,scale_p,psychotype,satisfied
Student,Students,18,16,9,19,27,7,15,21,ENTP,0
Student,Students,31,6,24,8,16,24,23,13,ESFJ,0
Student,Students,19,16,13,13,24,14,30,8,ESTJ,0
Student,Students,19,17,11,21,2,26,5,26,ENFP,0
Student,Students,2,29,11,25,13,20,31,7,INFJ,0
Student,Students,2,31,20,15,22,14,8,26,ISTP,0
Student,Students,19,16,8,23,15,15,29,6,ENTJ,1
Student,Students,8,25,15,23,32,5,23,16,INTJ,1
Student,Students,12,23,9,27,14,20,10,22,INFP,0
Student,Students,30,5,9,23,20,12,19,15,ENTJ,1
Student,Students,25,12,11,20,16,18,14,20,ENFP,1
Student,Students,28,6,17,17,29,7,30,3,ESTJ,1
Student,Students,14,24,23,9,23,15,21,14,ISTJ,0
Student,Students,21,16,24,4,23,9,25,7,ESTJ,0
Student,Students,19,16,21,8,11,24,16,15,ESFJ,0
Student,Students,24,13,15,16,12,22,9,28,ENFP,1
Student,Students,19,17,21,10,28,7,22,16,ESTJ,1
Student,Students,4,33,19,24,20,9,14,19,INTP,1
Student,Students,16,22,23,9,17,12,24,11,ISTJ,1
Student,Students,23,14,12,22,24,6,18,14,ENTJ,0
Student,Students,20,16,18,13,27,12,10,21,ESTP,0
Student,Students,15,22,13,16,25,8,18,18,INTJ,0
Student,Students,14,20,14,21,19,16,16,18,INTP,0
Student,Students,23,9,17,17,26,11,8,27,ESTP,1
Student,Students,28,7,12,19,21,13,17,17,ENTJ,0
Student,Students,29,9,20,13,22,12,30,8,ESTJ,1
Student,Students,12,23,23,13,24,14,22,15,ISTJ,1
Student,Students,14,18,24,8,23,9,18,20,ISTP,0
Student,Students,26,8,5,27,11,23,10,27,ENFP,1
Student,Students,29,8,14,18,10,24,15,21,ENFP,1
Student,Students,22,14,18,11,20,13,17,17,ESTJ,0
Student,Students,16,18,19,12,32,6,33,2,ISTJ,0
Student,Students,27,9,18,11,28,10,23,14,ESTJ,1
Student,Students,16,23,15,21,20,15,23,13,INTJ,0
Student,Students,17,17,22,12,29,6,16,22,ESTP,1
Student,Students,16,25,15,18,13,27,15,15,INFJ,1
Student,Students,11,20,21,10,26,10,14,20,ISTP,0
Student,Students,21,15,27,6,28,6,29,5,ESTJ,1
Student,Students,19,21,8,25,10,20,13,24,INFP,0
Student,Students,3,34,27,8,13,20,24,13,ISFJ,0
Student,Students,12,21,26,2,35,6,16,19,ISTP,1
Student,Students,28,8,11,20,18,17,5,31,ENTP,0
Student,Students,21,12,12,21,21,8,13,24,ENTP,0
Student,Students,30,5,14,21,22,14,3,33,ENTP,0
Student,Students,25,12,13,18,10,25,10,26,ENFP,0
Student,Students,20,17,9,21,11,19,11,23,ENFP,1
Student,Students,13,21,5,28,8,22,2,34,INFP,0
Student,Students,24,8,10,25,12,23,8,28,ENFP,1
Student,Students,31,6,17,23,27,8,14,21,ENTP,1
Student,Students,22,12,8,22,28,9,12,22,ENTP,1
Student,Students,27,7,17,18,25,8,13,20,ENTP,1
Student,Students,32,4,9,22,12,22,7,29,ENFP,1
Student,Students,16,16,27,7,25,14,24,11,ESTJ,0
Student,Students,11,23,11,21,25,10,19,17,INTJ,0
Student,Students,8,26,31,5,26,14,31,4,ISTJ,0
Student,Students,18,15,16,15,12,21,18,17,ESFJ,0
Student,Students,11,26,21,17,29,6,30,8,ISTJ,0
Student,Students,16,20,26,6,23,6,22,14,ISTJ,1
Student,Students,24,8,24,18,13,21,22,12,ESFJ,1
Student,Students,4,33,16,21,34,2,16,21,INTP,0
Student,Students,14,25,10,22,19,15,27,9,INTJ,0
Student,Students,23,15,18,14,12,17,20,15,ESFJ,0
Student,Students,4,31,18,16,15,17,15,23,ISFP,0
Student,Students,14,21,13,22,32,3,21,16,INTJ,0
Student,Students,0,35,31,5,20,10,21,13,ISTJ,0
Student,Students,26,13,15,18,13,19,16,21,ENFP,0
Student,Students,17,23,25,7,18,18,32,6,ISTJ,1
Student,Students,26,9,11,22,19,17,19,15,ENTJ,0
Student,Students,7,30,26,8,25,14,26,8,ISTJ,1
Student,Students,13,24,23,7,28,7,27,8,ISTJ,0
Student,Students,17,19,29,7,13,23,29,5,ISFJ,1
Student,Students,20,16,15,23,19,18,22,13,ENTJ,1
Student,Students,19,21,8,22,22,10,13,20,INTP,1
Student,Students,20,14,5,30,13,25,9,28,ENFP,0
Student,Students,28,8,11,21,16,20,13,24,ENFP,0
Student,Students,24,14,24,8,25,9,29,9,ESTJ,1
Student,Students,31,7,21,13,18,14,28,8,ESTJ,0
Student,Students,13,20,18,13,20,17,10,26,ISTP,0
Student,Students,27,12,19,10,30,7,24,12,ESTJ,1
Student,Students,29,9,18,10,10,18,25,11,ESFJ,0
Student,Students,14,19,17,11,23,7,27,8,ISTJ,1
Student,Students,23,12,14,22,22,11,21,13,ENTJ,1
Student,Students,32,6,15,14,16,16,8,27,ESTP,0
Student,Students,15,17,11,17,28,8,24,10,INTJ,1
Student,Students,20,18,15,18,21,12,19,13,ENTJ,1
Student,Students,23,11,23,14,25,7,16,17,ESTP,0
Student,Students,15,19,26,10,25,10,21,15,ISTJ,1
Student,Students,15,16,13,19,9,25,12,26,INFP,0
Student,Students,23,9,12,23,22,8,20,12,ENTJ,0
Student,Students,17,20,16,15,24,15,15,21,ISTP,1
Student,Students,22,16,22,11,18,19,19,18,ESFJ,0
Student,Students,28,10,18,20,8,23,20,13,ENFJ,0
Student,Students,10,22,15,16,16,13,22,11,INTJ,0
Student,Students,29,9,9,21,11,14,10,22,ENFP,1
Student,Students,16,23,12,20,28,7,16,19,INTP,1
Student,Students,19,16,16,15,18,15,4,27,ESTP,0
Student,Students,5,32,9,19,13,16,16,16,INFJ,0
Student,Students,24,10,15,18,23,12,13,20,ENTP,1
Student,Students,16,21,14,17,20,16,21,11,INTJ,0
Student,Students,21,19,7,28,8,23,13,23,ENFP,1
Student,Students,4,31,6,27,5,29,18,12,INFJ,0
Student,Students,19,15,18,16,16,16,21,16,ESTJ,1
Student,Students,20,15,19,12,20,16,6,31,ESTP,0
Student,Students,25,10,10,20,24,8,14,24,ENTP,0
Student,Students,21,17,24,14,8,24,16,12,ESFJ,0
Student,Students,28,8,12,13,18,18,14,23,ENTP,1
Student,Students,26,9,12,21,26,8,17,19,ENTP,1
Student,Students,25,15,17,9,25,9,20,14,ESTJ,1
Student,Students,27,11,19,11,26,4,20,15,ESTJ,0
Student,Students,22,16,18,10,29,3,17,22,ESTP,0
Student,Students,8,26,8,24,21,13,11,26,INTP,0
Student,Students,16,22,16,14,15,19,20,13,ISFJ,1
Student,Students,17,20,30,10,19,19,21,16,ISTJ,0
Student,Students,5,27,11,18,19,14,29,7,INTJ,0
Student,Students,4,29,20,15,27,6,8,29,ISTP,0
Student,Students,22,16,29,10,24,13,26,6,ESTJ,1
Student,Students,24,11,15,17,30,7,19,14,ENTJ,1
Student,Students,20,17,27,7,30,9,25,12,ESTJ,1
Student,Students,13,19,7,27,18,17,16,19,INTP,0
Student,Students,25,12,15,14,9,25,13,20,ESFP,1
Student,Students,17,24,20,15,18,11,18,19,ISTP,0
Student,Students,32,4,28,7,29,5,21,14,ESTJ,1
Student,Students,19,19,18,15,14,20,25,10,ESFJ,0
Student,Students,22,13,27,13,26,10,17,19,ESTP,1
Student,Students,18,18,16,18,10,25,22,11,ENFJ,0
Student,Students,9,25,27,10,25,13,31,8,ISTJ,0
Student,Students,17,22,12,20,24,12,13,23,INTP,0
Student,Students,11,22,11,23,16,15,12,21,INTP,0
Student,Students,19,16,16,18,23,11,21,15,ENTJ,1
Student,Students,21,14,10,21,19,15,9,25,ENTP,0
Student,Students,20,21,9,25,7,23,18,16,INFJ,1
Student,Students,13,19,23,6,25,8,19,12,ISTJ,1
Student,Students,19,15,13,18,14,18,24,12,ENFJ,0
Student,Students,24,15,17,23,18,15,13,23,ENTP,1
Student,Students,19,15,13,16,25,10,25,10,ENTJ,1
Student,Students,21,12,22,13,23,10,21,15,ESTJ,0
Student,Students,20,20,25,8,18,13,27,9,ESTJ,1
Student,Students,18,19,11,18,23,10,17,14,INTJ,1
Student,Students,22,14,16,15,23,12,23,12,ESTJ,1
Student,Students,31,9,16,18,11,18,14,21,ENFP,0
Student,Students,27,12,25,12,24,4,16,17,ESTP,0
Student,Students,31,3,20,17,16,19,18,16,ESFJ,1
Student,Students,21,19,18,8,26,9,8,26,ESTP,0
Student,Students,19,14,5,24,23,12,9,27,ENTP,0
Student,Students,25,8,15,15,23,12,23,9,ESTJ,0
Student,Students,24,9,11,24,9,20,15,19,ENFP,1
Student,Students,23,12,9,21,11,27,9,27,ENFP,0
Student,Students,27,13,19,11,17,19,32,6,ESFJ,1
Student,Students,31,2,23,15,21,8,17,21,ESTP,1
Student,Students,35,1,4,32,14,24,3,30,ENFP,1
Student,Students,6,28,10,24,13,24,14,24,INFP,1
Student,Students,8,26,25,11,31,6,20,15,ISTJ,1
Student,Students,21,13,11,23,6,25,24,11,ENFJ,1
Student,Students,22,15,6,22,31,10,6,31,ENTP,0
Student,Students,26,13,14,19,29,7,23,15,ENTJ,0
Student,Students,12,23,11,22,25,8,9,27,INTP,1
Student,Students,21,17,13,23,21,16,26,8,ENTJ,1
Student,Students,20,15,15,14,12,22,21,17,ESFJ,0
Student,Students,23,17,11,22,8,28,19,18,ENFJ,1
Student,Students,9,24,8,28,19,15,13,22,INTP,0
Student,Students,11,26,12,20,22,10,14,21,INTP,0
Student,Students,15,23,30,2,9,24,29,5,ISFJ,1
Student,Students,18,17,14,20,15,18,10,22,ENFP,0
Student,Students,13,22,26,6,30,8,29,7,ISTJ,0
Student,Students,14,22,24,12,22,15,21,13,ISTJ,0
Student,Students,17,17,11,21,20,10,22,12,ENTJ,0
Student,Students,15,22,10,24,23,9,11,23,INTP,0
Student,Students,24,18,20,9,19,11,27,6,ESTJ,0
Student,Students,24,14,20,14,14,25,15,20,ESFP,0
Student,Students,15,20,19,12,19,18,9,28,ISTP,0
Student,Students,15,25,14,19,16,21,13,23,INFP,0
Student,Students,25,13,23,7,26,8,12,20,ESTP,0
Student,Students,10,27,10,23,12,22,7,30,INFP,1
Student,Students,22,14,25,6,20,21,29,6,ESFJ,1
Student,Students,14,15,8,24,27,10,16,17,INTP,0
Student,Students,32,3,11,24,20,10,15,17,ENTP,1
Student,Students,20,18,14,17,17,16,22,14,ENTJ,1
Student,Students,22,11,12,25,26,14,9,28,ENTP,1
Student,Students,23,8,8,20,16,14,15,22,ENTP,1
Student,Students,22,16,20,18,11,22,19,15,ESFJ,1
Student,Students,12,25,12,20,16,14,29,9,INTJ,0
Student,Students,18,16,12,21,25,13,8,27,ENTP,1
Student,Students,18,16,26,4,17,17,15,20,ESTP,1
Student,Students,18,22,24,4,18,16,27,9,ISTJ,0
Student,Students,24,9,12,21,19,14,18,14,ENTJ,0
Student,Students,22,17,11,18,19,17,13,22,ENTP,1
Student,Students,10,26,18,11,13,15,31,5,ISFJ,1
Student,Students,22,17,22,11,8,23,25,11,ESFJ,0
Student,Students,20,17,9,23,16,17,13,25,ENFP,0
Student,Students,24,13,23,10,25,11,26,7,ESTJ,0
Student,Students,20,16,15,14,23,14,22,17,ESTJ,0
Student,Students,25,9,11,17,15,21,15,22,ENFP,1
Student,Students,24,14,10,23,21,12,16,18,ENTP,0
Student,Students,15,21,18,18,30,11,23,13,ISTJ,0
Student,Students,28,8,18,17,19,16,19,13,ESTJ,0
Student,Students,22,14,29,6,20,13,17,18,ESTP,0
Student,Students,11,26,12,22,16,19,7,24,INFP,0
Student,Students,16,19,22,13,13,20,27,9,ISFJ,0
Student,Students,34,3,28,7,29,5,30,3,ESTJ,1
Student,Students,27,9,15,15,17,16,28,6,ESTJ,1
Student,Students,19,18,10,21,25,12,8,23,ENTP,1
Student,Students,17,19,18,12,12,20,19,16,ISFJ,0
Student,Students,11,24,8,29,0,34,1,33,INFP,0
Student,Students,24,9,15,20,23,8,26,10,ENTJ,0
Student,Students,25,13,24,15,24,9,24,12,ESTJ,1
Student,Students,13,26,9,15,21,16,14,24,INTP,0
Student,Students,14,21,5,22,16,20,25,7,INFJ,0
Student,Students,29,8,18,21,23,11,6,29,ENTP,1
Student,Students,22,16,13,17,27,14,12,23,ENTP,0
Student,Students,3,33,10,25,23,16,28,7,INTJ,0
Student,Students,19,19,21,6,10,24,21,12,ESFJ,0
Student,Students,34,4,11,19,12,23,20,14,ENFJ,1
Student,Students,24,16,22,14,18,17,15,19,ESTP,1
Student,Students,17,19,9,18,27,8,10,24,INTP,0
Student,Students,15,18,19,14,32,5,30,9,ISTJ,0
Student,Students,28,6,27,5,18,16,27,10,ESTJ,1
Student,Students,17,17,13,20,16,21,22,13,ENFJ,0
Student,Students,14,21,21,11,28,4,14,22,ISTP,0
Student,Students,21,13,17,16,22,18,14,19,ESTP,0
Student,Students,20,14,17,8,17,16,12,26,ESTP,1
Student,Students,18,20,20,11,13,19,14,21,ISFP,0
Student,Students,14,20,4,28,22,16,10,28,INTP,0
Student,Students,8,26,20,15,21,11,20,15,ISTJ,0
Student,Students,6,29,15,19,18,17,31,5,INTJ,1
Student,Students,26,12,16,13,19,11,27,11,ESTJ,1
Student,Students,4,30,4,30,6,24,22,11,INFJ,0
Student,Students,18,19,20,13,25,11,15,20,ISTP,1
Student,Students,30,8,23,11,14,23,15,18,ESFP,1
Student,Students,27,7,9,22,10,22,13,19,ENFP,1
Student,Students,22,13,12,16,8,25,22,13,ENFJ,1
Student,Students,29,8,14,16,11,17,19,12,ENFJ,1
Student,Students,6,26,14,22,4,27,12,24,INFP,0
Student,Students,26,10,19,16,32,7,29,7,ESTJ,0
Student,Students,16,19,33,6,20,9,23,9,ISTJ,1
Student,Students,21,14,13,21,9,26,12,23,ENFP,0
Student,Students,8,30,28,8,15,24,29,8,ISFJ,0
Student,Students,21,14,26,14,27,12,17,16,ESTJ,1
Student,Students,30,8,29,8,21,15,28,7,ESTJ,1
Student,Students,14,20,12,20,29,10,9,28,INTP,1
Student,Students,8,28,24,7,24,10,34,2,ISTJ,0
Student,Students,24,13,14,20,16,14,19,19,ENTJ,0
Student,Students,26,9,12,20,17,15,21,17,ENTJ,0
Student,Students,19,14,18,15,27,12,26,8,ESTJ,0
Student,Students,19,19,16,20,23,15,19,11,ENTJ,0
Student,Students,17,18,7,31,18,19,7,28,INFP,0
Student,Students,32,2,18,8,19,17,22,16,ESTJ,0
Student,Students,17,20,26,10,17,15,31,7,ISTJ,1
Student,Students,20,20,20,14,24,11,14,18,ESTP,0
Student,Students,10,21,25,7,15,19,15,24,ISFP,0
Student,Students,13,25,23,8,24,16,30,9,ISTJ,1
Student,Students,26,13,18,13,20,17,17,21,ESTP,1
Student,Students,11,23,29,6,29,6,28,5,ISTJ,0
Student,Students,12,21,21,16,16,17,21,16,ISFJ,0
Student,Students,6,28,22,10,26,9,23,10,ISTJ,1
Student,Students,21,16,10,20,13,22,28,9,ENFJ,0
Student,Students,22,16,20,13,23,15,20,19,ESTJ,1
Student,Students,30,7,11,20,12,24,11,21,ENFP,0
Student,Students,13,19,8,23,26,8,17,19,INTP,0
Student,Students,16,22,30,1,30,5,32,2,ISTJ,1
Student,Students,24,12,23,10,22,14,27,8,ESTJ,1
Student,Students,23,15,24,8,25,12,22,11,ESTJ,0
Student,Students,12,23,7,24,14,21,15,18,INFP,0
Student,Students,5,29,13,24,28,6,20,12,INTJ,0
Student,Students,8,31,7,23,14,17,24,10,INFJ,1
Student,Students,15,17,7,24,21,8,7,27,INTP,0
Student,Students,27,6,17,14,21,11,25,12,ESTJ,1
Student,Students,18,19,27,7,34,4,32,4,ISTJ,1
Student,Students,20,18,13,12,6,26,23,15,ESFJ,1
Student,Students,21,13,9,25,19,12,19,18,ENTJ,1
Student,Students,19,18,16,13,8,25,25,14,ESFJ,1
Student,Students,28,7,9,16,11,22,13,20,ENFP,1
Student,Students,15,20,12,19,25,12,4,33,INTP,0
Student,Students,15,17,17,16,24,10,15,19,ISTP,1
Student,Students,9,26,19,12,16,20,24,9,ISFJ,0
Student,Students,12,23,25,11,26,14,11,24,ISTP,0
Student,Students,25,8,16,15,21,10,10,25,ESTP,1
Student,Students,22,13,13,17,21,14,10,23,ENTP,0
Student,Students,25,12,12,19,22,11,8,24,ENTP,1
Student,Students,19,20,9,25,7,23,24,13,INFJ,0
Student,Students,10,27,18,17,24,9,19,14,ISTJ,0
Student,Students,27,9,18,13,18,11,29,7,ESTJ,0
Student,Students,20,14,18,19,16,22,12,21,ENFP,0
Student,Students,31,4,10,22,10,24,17,20,ENFP,0
Student,Students,11,25,21,9,16,19,20,14,ISFJ,0
Student,Students,27,12,24,11,19,13,27,9,ESTJ,0
Student,Students,16,19,12,19,24,11,8,28,INTP,1
Student,Students,23,15,17,18,19,14,6,29,ENTP,0
Student,Students,20,15,7,23,18,12,13,22,ENTP,1
Student,Students,4,30,9,22,25,5,19,14,INTJ,1
Student,Students,20,19,17,13,17,14,17,18,ESTP,1
Student,Students,10,29,6,29,24,6,20,16,INTJ,1
Student,Students,17,17,15,14,25,11,20,15,ESTJ,1
Student,Students,15,23,7,21,12,22,10,30,INFP,0
Student,Students,11,26,15,13,18,16,23,11,ISTJ,1
Student,Students,34,2,11,21,23,12,9,25,ENTP,1
Student,Students,14,19,16,13,29,6,20,12,ISTJ,1
Student,Students,22,11,18,16,20,15,28,7,ESTJ,0
Student,Students,6,31,29,9,22,11,23,16,ISTJ,1
Student,Students,11,23,17,16,20,13,22,16,ISTJ,0
Student,Students,21,16,21,15,28,13,28,7,ESTJ,0
Student,Students,32,3,30,4,32,8,26,14,ESTJ,0
Student,Students,23,12,14,18,15,19,10,27,ENFP,1
Student,Students,7,26,22,11,22,9,18,15,ISTJ,0
Student,Students,20,18,21,9,25,9,25,8,ESTJ,0
Student,Students,14,19,22,9,22,11,21,12,ISTJ,0
Student,Students,27,7,12,24,13,19,13,24,ENFP,1
Student,Students,15,22,20,15,18,15,25,11,ISTJ,0
Student,Students,24,11,9,20,20,9,22,13,ENTJ,0
Student,Students,14,20,14,17,16,18,17,17,INFJ,0
Student,Students,15,23,11,19,25,14,20,20,INTJ,0
Student,Students,8,28,24,7,14,24,25,11,ISFJ,0
Student,Students,28,7,10,26,26,7,3,34,ENTP,1
Student,Students,19,17,15,19,25,10,26,10,ENTJ,1
Student,Students,32,2,15,14,24,12,8,29,ESTP,0
Student,Students,13,17,12,18,18,13,25,12,INTJ,0
Student,Students,18,18,11,18,6,22,13,22,ENFP,0
Student,Students,16,19,28,12,32,2,23,10,ISTJ,1
Student,Students,23,13,14,15,14,19,13,23,ENFP,1
Student,Students,11,25,22,7,26,13,21,14,ISTJ,0
Student,Students,28,8,26,12,21,15,27,10,ESTJ,1
Student,Students,22,13,25,5,22,18,29,5,ESTJ,1
Student,Students,22,14,11,14,15,19,23,11,ENFJ,0
Student,Students,28,7,21,9,25,13,23,11,ESTJ,1
Student,Students,16,19,14,21,7,24,14,21,INFP,0
Student,Students,19,16,11,21,11,21,19,18,ENFJ,0
Student,Students,18,16,12,24,27,14,6,26,ENTP,1
Student,Students,32,5,7,20,16,13,17,17,ENTJ,1
Student,Students,12,29,24,8,23,15,17,17,ISTJ,1
Student,Students,24,10,7,18,12,21,20,16,ENFJ,0
Student,Students,5,31,9,24,24,10,26,8,INTJ,0
Student,Students,20,14,24,11,31,5,11,26,ESTP,1
Student,Students,28,6,16,14,18,17,16,20,ESTP,0
Student,Students,24,11,19,15,22,12,17,18,ESTP,0
Student,Students,12,22,29,7,9,25,17,20,ISFP,0
Student,Students,15,19,13,15,25,11,33,3,INTJ,0
Student,Students,2,29,11,20,23,9,28,5,INTJ,0
Student,Students,16,16,22,11,24,17,21,18,ESTJ,0
Student,Students,25,12,25,14,21,16,18,15,ESTJ,1
Student,Students,29,6,18,8,13,26,15,24,ESFP,0
Student,Students,7,23,7,26,24,5,11,20,INTP,0
Student,Students,15,21,19,12,13,16,21,18,ISFJ,0
Student,Students,34,1,17,16,20,19,12,26,ESTP,1
Student,Students,21,12,24,11,13,16,18,14,ESFJ,0
Student,Students,25,12,12,22,11,24,10,24,ENFP,0
Student,Students,18,14,10,25,4,22,12,24,ENFP,0
Student,Students,12,23,10,18,26,8,13,25,INTP,0
Student,Students,6,29,10,20,16,18,8,26,INFP,0
Student,Students,25,11,9,21,17,19,13,24,ENFP,1
Student,Students,11,23,13,21,11,22,12,21,INFP,1
Student,Students,24,14,8,20,8,24,15,21,ENFP,1
Student,Students,18,17,15,18,18,18,18,17,ENTJ,1
Student,Students,24,13,9,27,1,31,15,20,ENFP,1
Student,Students,18,17,14,14,21,13,25,10,ESTJ,1
Student,Students,10,23,10,28,31,7,14,19,INTP,1
Student,Students,23,14,22,8,21,10,29,7,ESTJ,1
Student,Students,18,18,14,14,26,7,11,25,ESTP,1
Student,Students,25,11,24,8,28,8,32,3,ESTJ,1
Student,Students,24,13,28,9,13,11,31,9,ESTJ,1
Student,Students,22,13,16,20,19,10,16,18,ENTP,0
Student,Students,22,9,9,22,17,11,7,26,ENTP,0
Student,Students,15,20,10,22,22,12,24,12,INTJ,1
Student,Students,22,16,9,23,3,25,24,14,ENFJ,1
Student,Students,20,21,23,13,25,11,16,18,ISTP,1
Student,Students,20,14,12,23,19,16,19,14,ENTJ,0
Student,Students,27,7,8,18,30,11,21,17,ENTJ,0
Student,Students,24,11,15,18,12,20,23,13,ENFJ,0
Student,Students,19,18,12,24,27,13,24,15,ENTJ,1
Student,Students,19,18,21,20,27,6,8,27,ESTP,0
Student,Students,16,22,6,23,11,21,12,21,INFP,1
Student,Students,29,7,26,10,29,8,18,19,ESTP,0
Student,Students,22,16,12,17,21,18,19,11,ENTJ,1
Student,Students,7,26,9,19,23,8,6,31,INTP,0
Student,Students,13,24,12,20,19,14,15,18,INTP,0
Student,Students,29,7,10,21,8,21,17,18,ENFP,1
Student,Students,25,10,21,10,25,10,27,8,ESTJ,1
Student,Students,25,13,16,11,16,13,12,25,ESTP,1
Student,Students,26,15,20,12,25,8,22,13,ESTJ,1
Student,Students,20,17,23,11,15,17,25,10,ESFJ,1
Student,Students,21,17,19,11,12,22,24,12,ESFJ,0
Student,Students,23,13,12,22,25,6,17,22,ENTP,0
Student,Students,33,4,12,15,30,7,29,5,ENTJ,1
Student,Students,19,13,11,26,10,25,9,24,ENFP,1
Student,Students,19,20,6,27,28,3,23,8,INTJ,1
Student,Students,13,23,18,12,25,9,18,19,ISTP,0
Student,Students,20,16,27,12,20,16,25,11,ESTJ,0
Student,Students,10,23,7,24,19,15,14,22,INTP,0
Student,Students,28,11,24,10,17,16,25,10,ESTJ,1
Student,Students,26,12,13,24,12,17,8,22,ENFP,1
Student,Students,25,15,13,17,28,4,24,12,ENTJ,1
Student,Students,32,2,13,18,22,15,8,27,ENTP,0
Student,Students,24,14,21,11,12,25,29,8,ESFJ,1
Student,Students,4,31,4,32,21,19,7,27,INTP,0
Student,Students,18,22,16,15,17,21,26,8,ISFJ,0
Student,Students,29,10,26,12,21,10,23,11,ESTJ,1
Student,Students,9,21,16,13,17,15,10,26,ISTP,0
Student,Students,22,13,24,10,30,7,23,12,ESTJ,0
Student,Students,29,6,0,36,3,30,1,34,ENFP,0
Student,Students,22,16,15,13,14,27,14,22,ESFP,0
Student,Students,28,10,20,18,15,23,12,23,ESFP,0
Student,Students,18,15,24,8,20,10,19,18,ESTJ,1
Student,Students,26,12,18,15,10,21,16,18,ESFP,0
Student,Students,23,10,21,17,17,12,14,23,ESTP,1
Student,Students,25,10,18,11,27,10,23,12,ESTJ,0
Student,Students,30,6,13,17,23,13,10,24,ENTP,0
Student,Students,9,23,10,20,14,18,11,22,INFP,0
Student,Students,13,23,16,17,12,18,8,27,INFP,1
Student,Students,30,6,10,18,14,23,14,18,ENFP,0
Student,Students,19,16,19,13,19,11,25,10,ESTJ,1
Student,Students,20,18,27,12,26,8,28,7,ESTJ,1
Student,Students,14,16,25,9,32,6,28,5,ISTJ,0
Student,Students,31,4,13,16,12,20,23,16,ENFJ,1
Student,Students,19,17,22,11,14,24,15,17,ESFP,0
Student,Students,26,16,23,8,22,15,18,19,ESTP,1
Student,Students,26,11,19,15,12,26,13,18,ESFP,0
Student,Students,13,20,17,12,21,13,22,14,ISTJ,1
Student,Students,26,10,15,20,14,24,10,27,ENFP,0
Student,Students,20,14,15,19,29,5,23,13,ENTJ,1
Student,Students,8,29,18,10,16,17,31,3,ISFJ,1
Student,Students,15,19,16,20,20,18,16,24,INTP,1
Student,Students,27,8,7,23,18,22,17,18,ENFP,0
Student,Students,23,13,16,16,15,21,2,32,ESFP,1
Student,Students,26,9,8,26,23,9,18,17,ENTJ,1
Student,Students,22,18,14,11,17,13,18,21,ESTP,0
Student,Students,23,12,27,12,20,18,34,5,ESTJ,1
Student,Students,12,26,23,8,26,6,12,25,ISTP,0
Student,Students,29,12,20,11,22,15,29,5,ESTJ,0
Student,Students,22,13,12,20,20,7,14,21,ENTP,0
Student,Students,16,18,17,14,4,27,27,8,ISFJ,0
Student,Students,24,8,13,19,19,10,16,18,ENTP,0
Student,Students,21,12,21,9,22,9,25,9,ESTJ,0
Student,Students,4,33,10,18,22,18,19,13,INTJ,0
Student,Students,29,7,7,27,16,22,13,22,ENFP,0
Student,Students,10,23,8,23,29,8,5,30,INTP,0
